age_group,gender,id_drug,name_drug,coadmin,inter,patient,patient-inter,patient.coad
70-74,Male,DB06285,Teriparatide,6842,0,243,0,216
70-74,Male,DB06791,Lanreotide,1451,0,45,0,42
70-74,Male,DB00258,Calcium acetate,24922,0,547,0,534
70-74,Male,DB06792,Lanthanum carbonate,8523,0,218,0,208
70-74,Male,DB00273,Topiramate,30280,423,766,22,739
70-74,Male,DB01140,Cefadroxil,329,0,84,0,67
70-74,Male,DB12278,Propiverine,511,0,62,0,56
70-74,Male,DB01198,Zopiclone,13102,0,280,0,264
70-74,Male,DB01340,Cilazapril,10920,42,250,2,238
70-74,Male,DB00248,Cabergoline,7230,1,198,1,192
70-74,Male,DB01416,Cefpodoxime,847,0,198,0,174
70-74,Male,DB06594,Agomelatine,8025,0,265,0,252
70-74,Male,DB06700,Desvenlafaxine,8363,0,243,0,238
70-74,Male,DB00961,Mepivacaine,258,0,47,0,47
70-74,Male,DB01390,Sodium bicarbonate,120,0,11,0,11
70-74,Male,DB01276,Exenatide,9136,0,231,0,228
70-74,Male,DB00778,Roxithromycin,834,0,109,0,99
70-74,Male,DB13363,Oxaceprol,106,0,16,0,14
70-74,Male,DB11728,Fondaparinux,674,0,142,0,133
70-74,Male,DB06209,Prasugrel,17027,0,406,0,394
70-74,Male,DB00909,Zonisamide,14418,0,309,0,302
70-74,Male,DB06174,Noscapine,148,0,34,0,29
70-74,Male,DB00415,Ampicillin,647,15,128,13,112
70-74,Male,DB00494,Entacapone,11073,7,172,5,169
70-74,Male,DB01624,Zuclopenthixol,4780,0,106,0,99
70-74,Male,DB09256,Tegafur,230,0,35,0,35
70-74,Male,DB00320,Dihydroergotamine,4755,174,380,61,351
70-74,Male,DB04841,Flunarizine,6385,0,491,0,455
70-74,Male,DB00687,Fludrocortisone,7106,440,155,48,153
70-74,Male,DB01212,Ceftriaxone,392,3,85,3,80
70-74,Male,DB00795,Sulfasalazine,11982,15,256,5,250
70-74,Male,DB00513,Aminocaproic acid,2363,0,452,0,398
70-74,Male,DB00877,Sirolimus,8661,15,140,7,137
70-74,Male,DB08907,Canagliflozin,9318,0,257,0,242
70-74,Male,DB09481,Magnesium carbonate,3171,0,86,0,86
70-74,Male,DB09089,Trimebutine,1757,0,232,0,193
70-74,Male,DB13312,Delapril,11962,0,164,0,164
70-74,Male,DB06655,Liraglutide,23475,0,546,0,537
70-74,Male,DB09085,Tetracaine,6724,0,430,0,401
70-74,Male,DB00697,Tizanidine,16517,794,971,257,915
70-74,Male,DB00491,Miglitol,11288,22,215,6,208
70-74,Male,DB09236,Lacidipine,21833,0,481,0,469
70-74,Male,DB00035,Desmopressin,6444,0,148,0,138
70-74,Male,DB00696,Ergotamine,9479,361,408,78,390
70-74,Male,DB01003,Cromoglicic acid,2071,0,235,0,233
70-74,Male,DB00647,Dextropropoxyphene,95,0,16,0,16
70-74,Male,DB00540,Nortriptyline,5551,166,144,26,140
70-74,Male,DB00479,Amikacin,142,7,23,5,19
70-74,Male,DB00953,Rizatriptan,7764,351,364,54,337
70-74,Male,DB00376,Trihexyphenidyl,9311,102,181,14,178
70-74,Male,DB00459,Acitretin,3352,8,162,4,143
70-74,Male,DB13256,Clothiapine,12338,0,233,0,227
70-74,Male,DB08883,Perampanel,1363,0,47,0,45
70-74,Male,DB00833,Cefaclor,177,0,48,0,43
70-74,Male,DB09116,Calcium carbimide,2332,0,121,0,114
70-74,Male,DB13025,Tiapride,2505,0,74,0,71
70-74,Male,DB00699,Nicergoline,3462,0,176,0,158
70-74,Male,DB04844,Tetrabenazine,1834,0,65,0,64
70-74,Male,DB00794,Primidone,12096,811,433,129,401
70-74,Male,DB04552,Niflumic acid,546,0,114,0,105
70-74,Male,DB01410,Ciclesonide,10856,2,279,2,266
70-74,Male,DB09119,Eslicarbazepine acetate,5602,0,148,0,140
70-74,Male,DB09017,Brotizolam,4345,0,105,0,102
70-74,Male,DB01393,Bezafibrate,22959,607,461,58,440
70-74,Male,DB00542,Benazepril,1865,6,63,2,60
70-74,Male,DB00499,Flutamide,2191,16,114,3,108
70-74,Male,DB00389,Carbimazole,2766,0,137,0,126
70-74,Male,DB13510,Buflomedil,17577,0,583,0,560
70-74,Male,DB00422,Methylphenidate,9032,55,318,14,310
70-74,Male,DB13401,Metildigoxin,1765,0,52,0,49
70-74,Male,DB00721,Procaine,122,0,25,0,25
70-74,Male,DB00745,Modafinil,2214,0,56,0,53
70-74,Male,DB00553,Methoxsalen,103,0,20,0,17
70-74,Male,DB09210,Piracetam,14910,0,550,0,517
70-74,Male,DB00501,Cimetidine,601,55,58,18,56
70-74,Male,DB06719,Buserelin,375,0,29,0,29
70-74,Male,DB00950,Fexofenadine,5601,0,338,0,302
70-74,Male,DB00883,Isosorbide dinitrate,7751,0,225,0,216
70-74,Male,DB00105,Interferon alfa-2b,312,0,16,0,15
70-74,Male,DB01251,Gliquidone,2519,0,86,0,84
70-74,Male,DB02925,Piretanide,803,0,22,0,22
70-74,Male,DB09090,Pinaverium,6563,0,337,0,298
70-74,Male,DB09146,Iron sucrosa,492,0,25,0,24
70-74,Male,DB00208,Ticlopidine,17801,237,330,33,323
70-74,Male,DB01037,Selegiline,7140,152,182,28,174
70-74,Male,DB11596,Levoleucovorin,1752,0,79,0,77
70-74,Male,DB09265,Lixisenatide,2513,0,81,0,80
70-74,Male,DB12523,Mizolastine,4086,0,199,0,181
70-74,Male,DB00850,Perphenazine,2784,1,103,1,101
70-74,Male,DB05541,Brivaracetam,961,0,27,0,27
70-74,Male,DB00798,Gentamicin,1787,60,313,38,300
70-74,Male,DB09320,Procaine benzylpenicillin,482,0,140,0,128
70-74,Male,DB11156,Pyrantel,261,0,78,0,67
70-74,Male,DB00934,Maprotiline,5974,69,161,7,154
70-74,Male,DB01627,Lincomycin,349,2,69,1,59
70-74,Male,DB00992,Methyl aminolevulinate,906,0,247,0,194
70-74,Male,DB01406,Danazol,1261,8,44,4,41
70-74,Male,DB14719,Bentazepam,5795,0,149,0,139
70-74,Male,DB00920,Ketotifen,4827,0,149,0,142
70-74,Male,DB06288,Amisulpride,3711,0,106,0,102
70-74,Male,DB00929,Misoprostol,891,0,46,0,40
70-74,Male,DB13587,Mesterolone,478,0,26,0,25
70-74,Male,DB01196,Estramustine,506,0,36,0,36
70-74,Male,DB09323,Benzylpenicillin benzathine hydrate,419,0,118,0,101
70-74,Male,DB00339,Pyrazinamide,853,0,95,0,95
70-74,Male,DB00755,Tretinoin,72,0,7,0,7
70-74,Male,DB01033,Mercaptopurine,1181,130,46,20,45
70-74,Male,DB00283,Clemastine,874,2,118,2,107
70-74,Male,DB00367,Levonorgestrel,109,0,7,0,7
70-74,Male,DB00977,Ethinylestradiol,119,0,8,0,8
70-74,Male,DB00575,Clonidine,1775,35,24,7,23
70-74,Male,DB00583,Levocarnitine,5260,0,137,0,132
70-74,Male,DB04839,Cyproterone acetate,5916,0,193,0,179
70-74,Male,DB00305,Mitomycin,330,0,33,0,32
70-74,Male,DB01415,Ceftibuten,945,0,243,0,215
70-74,Male,DB00976,Telithromycin,333,13,58,7,49
70-74,Male,DB00530,Erlotinib,65,0,7,0,6
70-74,Male,DB01071,Mequitazine,1067,0,99,0,96
70-74,Male,DB00958,Carboplatin,293,0,19,0,19
70-74,Male,DB00615,Rifabutin,338,25,19,8,18
70-74,Male,DB00716,Nedocromil,541,0,25,0,24
70-74,Male,DB00773,Etoposide,232,0,14,0,14
70-74,Male,DB00918,Almotriptan,3966,77,207,32,194
70-74,Male,DB00627,Niacin,1969,0,62,0,57
70-74,Male,DB09110,Coenzyme M,802,0,52,0,50
70-74,Male,DB00887,Bumetanide,2235,11,54,6,52
70-74,Male,DB02959,Oxitriptan,1166,0,27,0,25
70-74,Male,DB00457,Prazosin,2939,150,59,15,55
70-74,Male,DB00906,Tiagabine,349,0,5,0,5
70-74,Male,DB01589,Quazepam,1317,120,30,10,28
70-74,Male,DB04165,Valpromide,5446,0,81,0,80
70-74,Male,DB05829,Parathyroid hormone,962,0,62,0,54
70-74,Male,DB00395,Carisoprodol,158,0,37,0,34
70-74,Male,DB00541,Vincristine,79,0,3,0,3
70-74,Male,DB00246,Ziprasidone,4061,60,95,10,92
70-74,Male,DB09070,Tibolone,210,0,34,0,33
70-74,Male,DB00291,Chlorambucil,900,0,61,0,54
70-74,Male,DB00388,Phenylephrine,134,0,30,0,29
70-74,Male,DB06216,Asenapine,629,0,27,0,26
70-74,Male,DB00512,Vancomycin,229,0,40,0,37
70-74,Male,DB01267,Paliperidone,5994,0,154,0,150
70-74,Male,DB04573,Estriol,421,6,71,5,70
70-74,Male,DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),444,0,151,0,126
70-74,Male,DB00714,Apomorphine,1078,7,62,5,60
70-74,Male,DB00327,Hydromorphone,3000,0,142,0,136
70-74,Male,DB01064,Isoprenaline,300,1,14,1,13
70-74,Male,DB01580,Oxprenolol,1978,82,37,9,36
70-74,Male,DB01408,Bambuterol,766,0,9,0,9
70-74,Male,DB00549,Zafirlukast,3552,4,55,2,54
70-74,Male,DB12319,Benzbromarone,2622,0,56,0,54
70-74,Male,DB00333,Methadone,590,0,46,0,46
70-74,Male,DB00860,Prednisolone,330,7,64,7,58
70-74,Male,DB00659,Acamprosate,1004,0,33,0,31
70-74,Male,DB08890,Linaclotide,953,0,42,0,39
70-74,Male,DB00216,Eletriptan,1047,50,41,10,39
70-74,Male,DB11348,Calcium Phosphate,670,0,37,0,32
70-74,Male,DB00731,Nateglinide,1055,0,25,0,24
70-74,Male,DB06271,Sulodexide,168,0,55,0,49
70-74,Male,DB01085,Pilocarpine,1983,0,92,0,82
70-74,Male,DB13434,Fenticonazole,73,0,12,0,11
70-74,Male,DB00831,Trifluoperazine,231,0,19,0,19
70-74,Male,DB00401,Nisoldipine,6509,0,86,0,84
70-74,Male,DB13742,Elcatonin,526,0,39,0,38
70-74,Male,DB00261,Anagrelide,2509,0,52,0,51
70-74,Male,DB00126,Ascorbic acid,2273,0,54,0,53
70-74,Male,DB01217,Anastrozole,549,0,79,0,75
70-74,Male,DB00355,Aztreonam,53,0,10,0,10
70-74,Male,DB00717,Norethisterone,39,0,7,0,7
70-74,Male,DB01035,Procainamide,215,17,6,3,6
70-74,Male,DB00783,Estradiol,480,7,42,3,40
70-74,Male,DB00396,Progesterone,34,0,6,0,5
70-74,Male,DB00603,Medroxyprogesterone acetate,85,1,8,1,8
70-74,Male,DB00998,Frovatriptan,362,3,20,2,16
70-74,Male,DB00897,Triazolam,3123,315,73,38,69
70-74,Male,DB11632,Opicapone,2146,0,82,0,81
70-74,Male,DB00855,Aminolevulinic acid,145,0,40,0,31
70-74,Male,DB06691,Mepyramine,10,0,4,0,3
70-74,Male,DB00400,Griseofulvin,201,5,25,4,19
70-74,Male,DB00947,Fulvestrant,16,0,4,0,4
70-74,Male,DB00608,Chloroquine,782,0,45,0,45
70-74,Male,DB00995,Auranofin,111,0,3,0,3
70-74,Male,DB08947,Iopamidol,3,0,3,0,2
70-74,Male,DB00438,Ceftazidime,68,0,16,0,15
70-74,Male,DB00304,Desogestrel,19,0,5,0,4
70-74,Male,DB01080,Vigabatrin,583,4,24,1,22
70-74,Male,DB00952,Naratriptan,286,14,14,4,13
70-74,Male,DB09389,Norgestrel,59,0,4,0,4
70-74,Male,DB00490,Buspirone,156,0,10,0,10
70-74,Male,DB00784,Mefenamic acid,96,1,14,1,14
70-74,Male,DB01133,Tiludronic acid,121,0,10,0,10
70-74,Male,DB00704,Naltrexone,2217,3,84,3,78
70-74,Male,DB00445,Epirubicin,31,0,8,0,8
70-74,Male,DB09049,Naloxegol,236,0,24,0,23
70-74,Male,DB08994,Ditazole,268,0,10,0,10
70-74,Male,DB09289,Tianeptine,341,0,17,0,16
70-74,Male,DB00672,Chlorpropamide,694,61,25,10,25
70-74,Male,DB00280,Disopyramide,408,140,15,13,15
70-74,Male,DB13374,Vincamine,95,0,4,0,4
70-74,Male,DB09278,Activated charcoal,17,0,2,0,1
70-74,Male,DB04846,Celiprolol,1158,0,26,0,26
70-74,Male,DB01436,Alfacalcidol,2915,0,65,0,63
70-74,Male,DB01082,Streptomycin,15,0,3,0,3
70-74,Male,DB00812,Phenylbutazone,232,5,20,2,20
70-74,Male,DB11705,Iomeprol,86,0,19,0,17
70-74,Male,DB00205,Pyrimethamine,74,0,4,0,4
70-74,Male,DB00359,Sulfadiazine,13,0,3,0,2
70-74,Male,DB01621,Pipotiazine,94,0,7,0,7
70-74,Male,DB01053,Benzylpenicillin,89,0,27,0,25
70-74,Male,DB13169,Nandrolone,63,0,16,0,12
70-74,Male,DB01186,Pergolide,548,0,13,0,12
70-74,Male,DB01413,Cefepime,0,0,1,0,0
70-74,Male,DB01200,Bromocriptine,1597,0,26,0,24
70-74,Male,DB09276,Sodium aurothiomalate,146,0,9,0,9
70-74,Male,DB06800,Methylnaltrexone,32,0,8,0,6
70-74,Male,DB00005,Etanercept,33,0,4,0,3
70-74,Male,DB00363,Clozapine,418,82,11,8,11
70-74,Male,DB06153,Pizotifen,135,0,6,0,6
70-74,Male,DB00289,Atomoxetine,41,0,9,0,7
70-74,Male,DB00250,Dapsone,39,0,7,0,6
70-74,Male,DB06401,Bazedoxifene,134,0,8,0,8
70-74,Male,DB15300,Hydroquinidine,104,0,8,0,6
70-74,Male,DB00930,Colesevelam,98,0,8,0,8
70-74,Male,DB09043,Albiglutide,315,0,8,0,8
70-74,Male,DB00911,Tinidazole,112,0,32,0,29
70-74,Male,DB01069,Promethazine,14,0,4,0,4
70-74,Male,DB01109,Heparin,63,3,8,1,8
70-74,Male,DB00619,Imatinib,43,4,1,1,1
70-74,Male,DB01421,Paromomycin,122,0,19,0,19
70-74,Male,DB09285,Morniflumate,1,0,2,0,1
70-74,Male,DB13335,Pinazepam,237,0,10,0,10
70-74,Male,DB09097,Quinagolide,167,0,4,0,4
70-74,Male,DB00589,Lisuride,1,0,1,0,1
70-74,Male,DB01362,Iohexol,12,0,3,0,3
70-74,Male,DB00290,Bleomycin,19,0,5,0,5
70-74,Male,DB01407,Clenbuterol,61,0,5,0,5
70-74,Male,DB05679,Ustekinumab,0,0,1,0,0
70-74,Male,DB00551,Acetohydroxamic acid,208,0,11,0,10
70-74,Male,DB01331,Cefoxitin,1,0,2,0,1
70-74,Male,DB01430,Almitrine,24,0,2,0,2
70-74,Male,DB12407,Iobitridol,9,0,3,0,2
70-74,Male,DB00605,Sulindac,90,0,6,0,4
70-74,Male,DB00853,Temozolomide,40,0,3,0,3
70-74,Male,DB13315,Sobrerol,72,0,9,0,8
70-74,Male,DB13425,Flutrimazole,9,0,3,0,3
70-74,Male,DB09019,Bromhexine,125,0,20,0,19
70-74,Male,DB01077,Etidronic acid,277,1,22,1,22
70-74,Male,DB00539,Toremifene,43,0,3,0,3
70-74,Male,DB13793,Vinburnine,308,0,6,0,6
70-74,Male,DB11604,Tetanus immune globulin,23,0,7,0,6
70-74,Male,DB00095,Efalizumab,33,0,7,0,6
70-74,Male,DB01171,Moclobemide,480,11,12,3,12
70-74,Male,DB11560,Lesinurad,3,0,1,0,1
70-74,Male,DB00743,Gadobenic acid,10,0,2,0,2
70-74,Male,DB06788,Histrelin,22,0,5,0,4
70-74,Male,DB00475,Chlordiazepoxide,19,1,2,1,2
70-74,Male,DB08806,Roxatidine acetate,17,0,4,0,4
70-74,Male,DB06718,Stanozolol,128,0,7,0,6
70-74,Male,DB00997,Doxorubicin,62,0,5,0,5
70-74,Male,DB00962,Zaleplon,11,0,3,0,3
70-74,Male,DB01246,Alimemazine,12,0,1,0,1
70-74,Male,DB01333,Cefradine,21,0,5,0,4
70-74,Male,DB13732,Meglumine antimoniate,45,0,8,0,7
70-74,Male,DB00572,Atropine,19,1,4,1,3
70-74,Male,DB00286,Conjugated estrogens,87,0,4,0,4
70-74,Male,DB00200,Hydroxocobalamin,7,0,1,0,1
70-74,Male,DB00648,Mitotane,11,0,1,0,1
70-74,Male,DB00387,Procyclidine,6,0,3,0,3
70-74,Male,DB00034,Interferon alfa-2a, Recombinant,62,0,3,0,3
70-74,Male,DB00454,Meperidine,54,0,5,0,4
70-74,Male,DB06480,Prucalopride,5,0,1,0,1
70-74,Male,DB00323,Tolcapone,353,0,4,0,4
70-74,Male,DB00597,Gadoteridol,13,0,4,0,4
70-74,Male,DB06777,Chenodeoxycholic acid,3,0,2,0,2
70-74,Male,DB00523,Alitretinoin,38,0,5,0,4
70-74,Male,DB00746,Deferoxamine,15,0,3,0,3
70-74,Male,DB00593,Ethosuximide,18,0,2,0,2
70-74,Male,DB00521,Carteolol,19,1,2,1,2
70-74,Male,DB00859,Penicillamine,800,0,8,0,8
70-74,Male,DB01008,Busulfan,24,0,4,0,4
70-74,Male,DB01395,Drospirenone,11,1,2,1,2
70-74,Male,DB00296,Ropivacaine,8,0,2,0,2
70-74,Male,DB00726,Trimipramine,7,0,2,0,2
70-74,Male,DB11150,Barium sulfate,4,0,1,0,1
70-74,Male,DB00456,Cefalotin,6,0,1,0,1
70-74,Male,DB00595,Oxytetracycline,11,0,3,0,3
70-74,Male,DB11699,Tropisetron,32,0,3,0,3
70-74,Male,DB00500,Tolmetin,22,0,1,0,1
70-74,Male,DB12474,Lynestrenol,1,0,1,0,1
70-74,Male,DB13527,Proglumetacin,8,0,2,0,2
70-74,Male,DB00082,Pegvisomant,221,0,5,0,5
70-74,Male,DB00493,Cefotaxime,23,0,8,0,8
70-74,Male,DB01117,Atovaquone,0,0,1,0,0
70-74,Male,DB01327,Cefazolin,11,0,2,0,2
70-74,Male,DB00851,Dacarbazine,3,0,1,0,1
70-74,Male,DB00307,Bexarotene,7,0,2,0,1
70-74,Male,DB01284,Tetracosactide,13,0,2,0,2
70-74,Male,DB13483,Etamsylate,29,0,2,0,2
70-74,Male,DB00353,Methylergometrine,4,0,1,0,1
70-74,Male,DB00398,Sorafenib,20,0,3,0,3
70-74,Male,DB00570,Vinblastine,28,0,2,0,2
70-74,Male,DB00066,Follitropin,10,0,1,0,1
70-74,Male,DB00720,Clodronic acid,3,0,1,0,1
70-74,Male,DB09126,Chorionic Gonadotropin (Human),0,0,1,0,0
70-74,Male,DB09167,Dosulepin,6,0,1,0,1
75-79,Female,DB00186,Lorazepam,2763262,757,74429,112,70964
75-79,Female,DB00316,Acetaminophen,6219608,74627,230367,14438,221307
75-79,Female,DB00557,Hydroxyzine,93679,473,7195,118,6431
75-79,Female,DB01050,Ibuprofen,1262913,96076,105288,27405,97122
75-79,Female,DB01060,Amoxicillin,658867,503,102712,377,90599
75-79,Female,DB06742,Ambroxol,93278,0,13637,0,12685
75-79,Female,DB13679,Dexchlorpheniramine,37812,0,5630,0,4923
75-79,Female,DB00876,Eprosartan,109767,248,3232,45,3083
75-79,Female,DB00938,Salmeterol,569385,6502,13901,1224,13438
75-79,Female,DB13867,Fluticasone,537274,0,10447,0,10286
75-79,Female,DB01001,Salbutamol,545361,8289,28941,3161,27697
75-79,Female,DB00318,Codeine,255045,2,35016,2,32327
75-79,Female,DB00338,Omeprazole,10317410,259253,234030,36472,225210
75-79,Female,DB00404,Alprazolam,1249175,144213,30032,16772,28935
75-79,Female,DB00612,Bisoprolol,1610377,46229,36804,8356,35743
75-79,Female,DB00635,Prednisone,394337,14253,29157,4711,26828
75-79,Female,DB00715,Paroxetine,811515,23745,19641,3874,18899
75-79,Female,DB00945,Acetylsalicylic acid,4273948,135982,83845,23602,81999
75-79,Female,DB11614,Rupatadine,32790,0,2891,0,2661
75-79,Female,DB00630,Alendronic acid,1409143,32640,37926,9559,36370
75-79,Female,DB00230,Pregabalin,472231,514,17354,138,16589
75-79,Female,DB00370,Mirtazapine,400728,6282,8939,734,8570
75-79,Female,DB00641,Simvastatin,5256599,38281,105162,6597,102069
75-79,Female,DB00829,Diazepam,640669,64109,32259,14949,30320
75-79,Female,DB01242,Clomipramine,119264,1846,2380,285,2332
75-79,Female,DB13256,Clothiapine,9609,0,213,0,206
75-79,Female,DB00285,Venlafaxine,533334,1292,9861,382,9586
75-79,Female,DB00581,Lactulose,282393,0,17321,0,16156
75-79,Female,DB03312,Brivudine,5075,0,1252,0,1110
75-79,Female,DB09069,Trimetazidine,363160,0,13329,0,12497
75-79,Female,DB01098,Rosuvastatin,120978,642,3461,79,3300
75-79,Female,DB12153,Citicoline,118469,0,3928,0,3806
75-79,Female,DB00115,Cyanocobalamin,214154,0,13607,0,12747
75-79,Female,DB08995,Diosmin,326403,0,16771,0,15559
75-79,Female,DB00678,Losartan,1660157,5780,39721,932,38237
75-79,Female,DB01591,Solifenacin,236907,1355,7538,249,7075
75-79,Female,DB00193,Tramadol,1227452,22805,71341,5757,68514
75-79,Female,DB04817,Metamizole,917274,0,77134,0,73913
75-79,Female,DB00448,Lansoprazole,387265,345,13208,151,12327
75-79,Female,DB00999,Hydrochlorothiazide,2619908,4770,72319,1004,70034
75-79,Female,DB00213,Pantoprazole,828610,98,23222,75,22092
75-79,Female,DB00425,Zolpidem,424586,0,10225,0,9802
75-79,Female,DB00175,Pravastatin,691929,2980,14873,356,14456
75-79,Female,DB00884,Risedronic acid,434238,0,13313,0,12749
75-79,Female,DB01175,Escitalopram,407134,6885,10480,1303,10076
75-79,Female,DB06723,Aluminum hydroxide,343132,0,26061,0,23838
75-79,Female,DB09002,Cloperastine,118561,0,18633,0,17213
75-79,Female,DB00177,Valsartan,1166572,59,27539,15,26564
75-79,Female,DB00586,Diclofenac,455451,7230,45250,2904,41687
75-79,Female,DB00727,Nitroglycerin,512542,35,16584,21,15754
75-79,Female,DB00989,Rivastigmine,158169,10648,4417,1430,4182
75-79,Female,DB01224,Quetiapine,302494,11718,7703,1856,7458
75-79,Female,DB11742,Ebastine,219446,0,18257,0,16846
75-79,Female,DB00828,Fosfomycin,263621,0,41532,0,36113
75-79,Female,DB01059,Norfloxacin,105368,1043,19498,768,16802
75-79,Female,DB14585,Plantago ovata seed,414823,0,21461,0,20032
75-79,Female,DB00207,Azithromycin,162701,1524,26223,1016,23506
75-79,Female,DB00695,Furosemide,1771858,33994,44804,7749,42954
75-79,Female,DB00764,Mometasone,76812,0,7293,0,6738
75-79,Female,DB01129,Rabeprazole,222894,513,8991,164,8342
75-79,Female,DB01147,Cloxacillin,19298,232,5336,212,4701
75-79,Female,DB06151,Acetylcysteine,273969,0,30481,0,28458
75-79,Female,DB13124,Troxerutin,311173,0,20795,0,19175
75-79,Female,DB00722,Lisinopril,569107,612,17375,130,16403
75-79,Female,DB00381,Amlodipine,2177359,2001,48494,362,46607
75-79,Female,DB01233,Metoclopramide,108393,715,20342,419,17699
75-79,Female,DB00275,Olmesartan,445443,0,12363,0,11790
75-79,Female,DB00537,Ciprofloxacin,166082,2675,28585,1899,25342
75-79,Female,DB01062,Oxybutynin,25461,235,1156,32,1086
75-79,Female,DB00788,Naproxen,273748,5435,33132,2287,30109
75-79,Female,DB01104,Sertraline,804304,13918,19554,1906,18782
75-79,Female,DB12942,Lactitol,147181,0,7939,0,7479
75-79,Female,DB00502,Haloperidol,62027,1788,3239,290,3087
75-79,Female,DB00218,Moxifloxacin,36781,451,6325,365,5648
75-79,Female,DB01076,Atorvastatin,1857664,20319,37706,3031,36522
75-79,Female,DB01381,Ginkgo biloba,122057,4062,5351,882,5099
75-79,Female,DB04339,Carbocisteine,87148,0,11123,0,10381
75-79,Female,DB00790,Perindopril,61252,333,1579,49,1486
75-79,Female,DB00983,Formoterol,421771,5869,14737,1504,14203
75-79,Female,DB01211,Clarithromycin,52795,4910,10417,3163,9402
75-79,Female,DB00871,Terbutaline,43474,810,4180,421,3931
75-79,Female,DB01225,Enoxaparin,158422,0,26804,0,24398
75-79,Female,DB01222,Budesonide,575840,63,30860,53,29487
75-79,Female,DB09214,Dexketoprofen,242425,0,30782,0,28681
75-79,Female,DB00169,Cholecalciferol,296180,0,10045,0,9558
75-79,Female,DB00584,Enalapril,3752577,8354,96349,1678,92363
75-79,Female,DB12487,Promestriene,273865,0,14442,0,13382
75-79,Female,DB00391,Sulpiride,139689,0,11343,0,10259
75-79,Female,DB00423,Methocarbamol,6340,0,1143,0,1065
75-79,Female,DB00741,Hydrocortisone,78136,2900,7004,1075,6303
75-79,Female,DB00146,Calcifediol,382518,0,35771,0,32507
75-79,Female,DB06698,Betahistine,626297,0,37601,0,34448
75-79,Female,DB08810,Cinitapride,144310,0,9898,0,9012
75-79,Female,DB01418,Acenocoumarol,1253194,166243,29174,18398,28703
75-79,Female,DB04861,Nebivolol,238317,0,4996,0,4839
75-79,Female,DB04855,Dronedarone,13418,0,424,0,410
75-79,Female,DB01558,Bromazepam,265575,0,6675,0,6403
75-79,Female,DB00472,Fluoxetine,362765,13409,8743,2143,8416
75-79,Female,DB00734,Risperidone,192867,6986,6261,1291,5968
75-79,Female,DB01112,Cefuroxime,64969,12,12120,12,10897
75-79,Female,DB09289,Tianeptine,949,0,54,0,51
75-79,Female,DB00215,Citalopram,1115460,29803,26578,4876,25544
75-79,Female,DB00646,Nystatin,122288,0,19097,0,17538
75-79,Female,DB13872,Lormetazepam,1395397,0,33477,0,32424
75-79,Female,DB00047,Insulin glargine,385636,0,11314,0,10995
75-79,Female,DB00331,Metformin,3356812,2418,65215,571,63956
75-79,Female,DB01220,Rifaximin,56030,0,3670,0,3485
75-79,Female,DB01307,Insulin detemir,160609,13073,3752,1442,3641
75-79,Female,DB09267,Strontium ranelate,129424,0,5746,0,5311
75-79,Female,DB13500,Otilonium,54788,0,5770,0,5035
75-79,Female,DB09300,Butylscopolamine,48884,0,9521,0,8119
75-79,Female,DB00806,Pentoxifylline,195420,1418,5965,284,5623
75-79,Female,DB00967,Desloratadine,55134,14,4690,2,4344
75-79,Female,DB11591,Bilastine,24715,0,2869,0,2668
75-79,Female,DB00564,Carbamazepine,57261,9428,1694,900,1622
75-79,Female,DB00476,Duloxetine,275219,2270,6211,489,6013
75-79,Female,DB00671,Cefixime,19275,0,3342,0,2972
75-79,Female,DB00996,Gabapentin,373162,312,13686,36,12937
75-79,Female,DB01628,Etoricoxib,93822,228,9580,114,8596
75-79,Female,DB11098,Potassium bicarbonate,200391,0,9248,0,8712
75-79,Female,DB13490,Hidrosmin,146157,0,6479,0,6157
75-79,Female,DB00966,Telmisartan,292696,1473,7597,255,7274
75-79,Female,DB01020,Isosorbide mononitrate,179680,12,3506,4,3427
75-79,Female,DB00335,Atenolol,640949,20295,17714,4211,17103
75-79,Female,DB05829,Parathyroid hormone,12340,0,736,0,687
75-79,Female,DB06643,Denosumab,32027,0,3720,0,3253
75-79,Female,DB01261,Sitagliptin,320054,0,6474,0,6317
75-79,Female,DB00227,Lovastatin,223710,4147,5076,605,4928
75-79,Female,DB00451,Levothyroxine,1146660,21279,34873,3266,33572
75-79,Female,DB01296,Glucosamine,176374,3494,9647,700,9098
75-79,Female,DB09301,Chondroitin sulfate,309738,0,17693,0,16518
75-79,Female,DB00482,Celecoxib,135883,479,12108,218,10872
75-79,Female,DB06605,Apixaban,43523,0,1671,0,1581
75-79,Female,DB01115,Nifedipine,174711,407,4093,46,3966
75-79,Female,DB09238,Manidipine,254930,0,6443,0,6181
75-79,Female,DB00321,Amitriptyline,327822,5469,9905,1040,9479
75-79,Female,DB00178,Ramipril,431196,2070,10804,307,10316
75-79,Female,DB00421,Spironolactone,358523,24591,8971,3389,8783
75-79,Female,DB01136,Carvedilol,447689,29399,7997,3294,7842
75-79,Female,DB01184,Domperidone,291211,0,24377,0,21759
75-79,Female,DB00787,Acyclovir,13590,2,2611,1,2339
75-79,Female,DB00364,Sucralfate,21758,558,1757,241,1620
75-79,Female,DB00973,Ezetimibe,230416,135,4291,27,4129
75-79,Female,DB00351,Megestrol acetate,28558,59,2094,11,1980
75-79,Female,DB01101,Capecitabine,2398,13,300,8,269
