ATC	Name	DrugBankID	ChemicalSubgroups	PharmacologicalSubgroup	TherapeuticSubgroup	Dispensations	WomenDispensations	MenDispensations	NameSource	IDSource
N05BA04	Oxazepam	DB00842	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	1	0	1	DrugBank	DrugBank
N05BA05	Potassium clorazepate		Benzodiazepine derivatives	Anxiolytics	Psycholeptics	163913	102992	60921	WHOCC	
N05BA06	Lorazepam	DB00186	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	901378	582981	318397	DrugBank	DrugBank
N05BA08	Bromazepam	DB01558	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	105405	72869	32536	DrugBank	DrugBank
N05BA09	Clobazam	DB00349	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	8003	4576	3427	DrugBank	DrugBank
N05BA10	Ketazolam	DB01587	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	36704	24377	12327	DrugBank	DrugBank
N05BA12	Alprazolam	DB00404	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	626897	415627	211270	DrugBank	DrugBank
N05BA13	Halazepam	DB00801	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	8004	5311	2693	DrugBank	DrugBank
N05BA14	Pinazepam	DB13335	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	777	554	223	WHOCC	DrugBankWeb
N05BA21	Clotiazepam	DB01559	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	2303	1553	750	DrugBank	DrugBank
N05BA24	Bentazepam	DB14719	Benzodiazepine derivatives	Anxiolytics	Psycholeptics	4149	2831	1318	WHOCC	DrugBankWeb
N05BA51			Benzodiazepine derivatives	Anxiolytics	Psycholeptics	35000	23010	11990		
N05BA55			Benzodiazepine derivatives	Anxiolytics	Psycholeptics	16320	10656	5664		
N05BB01	Hydroxyzine	DB00557	Diphenylmethane derivatives	Anxiolytics	Psycholeptics	332479	196303	136176	DrugBank	DrugBank
N05BC92			Carbamates	Anxiolytics	Psycholeptics	1	0	1		
N05BE01	Buspirone	DB00490	Azaspirodecanedione derivatives	Anxiolytics	Psycholeptics	433	244	189	DrugBank	DrugBank
N05CD01	Flurazepam	DB00690	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	11510	7356	4154	DrugBank	DrugBank
N05CD03	Flunitrazepam	DB01544	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	7915	4756	3159	DrugBank	DrugBank
N05CD05	Triazolam	DB00897	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	1907	1245	662	DrugBank	DrugBank
N05CD06	Lormetazepam	DB13872	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	403220	260093	143127	DrugBank	DrugBank
N05CD08	Midazolam	DB00683	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	15553	9371	6182	DrugBank	DrugBank
N05CD09	Brotizolam	DB09017	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	2057	1377	680	DrugBank	DrugBank
N05CD10	Quazepam	DB01589	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	903	592	311	DrugBank	DrugBank
N05CD11	Loprazolam	DB13643	Benzodiazepine derivatives	Hypnotics and sedatives	Psycholeptics	9391	6167	3224	DrugBank	DrugBank
N05CF01	Zopiclone	DB01198	Benzodiazepine related drugs	Hypnotics and sedatives	Psycholeptics	7566	4945	2621	DrugBank	DrugBank
N05CF02	Zolpidem	DB00425	Benzodiazepine related drugs	Hypnotics and sedatives	Psycholeptics	162984	103813	59171	DrugBank	DrugBank
N05CF03	Zaleplon	DB00962	Benzodiazepine related drugs	Hypnotics and sedatives	Psycholeptics	77	45	32	DrugBank	DrugBank
N05CM02	clomethiazole	DB06470	Other hypnotics and sedatives	Hypnotics and sedatives	Psycholeptics	74063	38532	35531	DrugBank	DrugBank
N05CM93			Other hypnotics and sedatives	Hypnotics and sedatives	Psycholeptics	60	28	32		
N06AA02	Imipramine	DB00458	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	7857	5107	2750	DrugBank	DrugBank
N06AA04	Clomipramine	DB01242	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	35550	22083	13467	DrugBank	DrugBank
N06AA06	Trimipramine	DB00726	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	203	130	73	DrugBank	DrugBank
N06AA09	Amitriptyline	DB00321	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	221705	164415	57290	DrugBank	DrugBank
N06AA10	Nortriptyline	DB00540	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	4933	3325	1608	DrugBank	DrugBank
N06AA12	Doxepin	DB01142	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	1663	1085	578	DrugBank	DrugBank
N06AA16	Dosulepin	DB09167	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	88	59	29	DrugBank	DrugBank
N06AA21	Maprotiline	DB00934	Non-selective monoamine reuptake inhibitors	Antidepressants	Psychoanaleptics	4763	3470	1293	DrugBank	DrugBank
N06AB03	Fluoxetine	DB00472	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	213564	156184	57380	DrugBank	DrugBank
N06AB04	Citalopram	DB00215	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	411424	283593	127831	DrugBank	DrugBank
N06AB05	Paroxetine	DB00715	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	331963	230374	101589	DrugBank	DrugBank
N06AB06	Sertraline	DB01104	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	262933	180492	82441	DrugBank	DrugBank
N06AB08	Fluvoxamine	DB00176	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	13346	7926	5420	DrugBank	DrugBank
N06AB10	Escitalopram	DB01175	Selective serotonin reuptake inhibitors	Antidepressants	Psychoanaleptics	211443	139711	71732	DrugBank	DrugBank
N06AG02	Moclobemide	DB01171	Monoamine oxidase A inhibitors	Antidepressants	Psychoanaleptics	413	260	153	DrugBank	DrugBank
N06AX01	Oxitriptan	DB02959	Other antidepressants	Antidepressants	Psychoanaleptics	946	680	266	DrugBank	DrugBank
N06AX03	Mianserin	DB06148	Other antidepressants	Antidepressants	Psychoanaleptics	12322	8819	3503	DrugBank	DrugBank
N06AX05	Trazodone	DB00656	Other antidepressants	Antidepressants	Psychoanaleptics	169188	111524	57664	DrugBank	DrugBank
N06AX11	Mirtazapine	DB00370	Other antidepressants	Antidepressants	Psychoanaleptics	158245	101281	56964	DrugBank	DrugBank
N06AX12	Bupropion	DB01156	Other antidepressants	Antidepressants	Psychoanaleptics	29783	16723	13060	DrugBank	DrugBank
N06AX14	Tianeptine	DB09289	Other antidepressants	Antidepressants	Psychoanaleptics	1198	795	403	DrugBank	DrugBank
N06AX16	Venlafaxine	DB00285	Other antidepressants	Antidepressants	Psychoanaleptics	143832	99277	44555	DrugBank	DrugBank
N06AX18	Reboxetine	DB00234	Other antidepressants	Antidepressants	Psychoanaleptics	8358	5592	2766	DrugBank	DrugBank
N06AX21	Duloxetine	DB00476	Other antidepressants	Antidepressants	Psychoanaleptics	107784	79901	27883	DrugBank	DrugBank
N06AX22	Agomelatine	DB06594	Other antidepressants	Antidepressants	Psychoanaleptics	19560	13249	6311	DrugBank	DrugBank
N06AX23	Desvenlafaxine	DB06700	Other antidepressants	Antidepressants	Psychoanaleptics	13975	9463	4512	DrugBank	DrugBank
N06AX26	Vortioxetine	DB09068	Other antidepressants	Antidepressants	Psychoanaleptics	7312	4635	2677	DrugBank	DrugBank
N06BA04	Methylphenidate	DB00422	Centrally acting sympathomimetics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	47370	17258	30112	DrugBank	DrugBank
N06BA07	Modafinil	DB00745	Centrally acting sympathomimetics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	1868	977	891	DrugBank	DrugBank
N06BA09	Atomoxetine	DB00289	Centrally acting sympathomimetics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	5331	1494	3837	DrugBank	DrugBank
N06BA12	Lisdexamfetamine	DB01255	Centrally acting sympathomimetics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	2718	774	1944	DrugBank	DrugBank
N06BX03	Piracetam	DB09210	Other psychostimulants and nootropics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	12345	7533	4812	DrugBank	DrugBank
N06BX06	Citicoline	DB12153	Other psychostimulants and nootropics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	36109	22312	13797	DrugBank	DrugBank
N06BX08	Pirisudanol	DB13412	Other psychostimulants and nootropics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	4994	3273	1721	WHOCC	DrugBankWeb
N06BX54			Other psychostimulants and nootropics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	130613	92799	37814		
N06BX95			Other psychostimulants and nootropics	Psychostimulants, agents used for adhd and nootropics	Psychoanaleptics	8	5	3		
N06CA01	Amitriptyline and psycholeptics	DB00321	Antidepressants in combination with psycholeptics	Psycholeptics and psychoanaleptics in combination	Psychoanaleptics	2	2	0	DrugBank-corrected	DrugBank
N06CA02	Melitracen	DB13384	Antidepressants in combination with psycholeptics	Psycholeptics and psychoanaleptics in combination	Psychoanaleptics	1	1	0	DrugBank	DrugBank
N06DA02	Donepezil	DB00843	Anticholinesterases	anti-dementia drugs	Psychoanaleptics	34868	23661	11207	DrugBank	DrugBank
N06DA03	Rivastigmine	DB00989	Anticholinesterases	anti-dementia drugs	Psychoanaleptics	33681	21604	12077	DrugBank	DrugBank
N06DA04	Galantamine	DB00674	Anticholinesterases	anti-dementia drugs	Psychoanaleptics	15356	9649	5707	DrugBank	DrugBank
N06DX01	Memantine	DB01043	Other anti-dementia drugs	anti-dementia drugs	Psychoanaleptics	35481	24784	10697	DrugBank	DrugBank
N06DX02	Ginkgo biloba	DB01381	Other anti-dementia drugs	anti-dementia drugs	Psychoanaleptics	50530	33209	17321	DrugBank	DrugBank
N07AA01	Neostigmine	DB01400	Anticholinesterases	Parasympathomimetics	Other nervous system drugs	12	9	3	DrugBank	DrugBank
N07AA02	Pyridostigmine	DB00545	Anticholinesterases	Parasympathomimetics	Other nervous system drugs	4240	2300	1940	DrugBank	DrugBank
N07AX01	Pilocarpine	DB01085	Other parasympathomimetics	Parasympathomimetics	Other nervous system drugs	4145	3447	698	DrugBank	DrugBank
N07BB01	Disulfiram	DB00822	Drugs used in alcohol dependence	Drugs used in addictive disorders	Other nervous system drugs	25191	6518	18673	DrugBank	DrugBank
N07BB02	Calcium carbimide	DB09116	Drugs used in alcohol dependence	Drugs used in addictive disorders	Other nervous system drugs	5406	1557	3849	DrugBank	DrugBank
N07BB03	Acamprosate	DB00659	Drugs used in alcohol dependence	Drugs used in addictive disorders	Other nervous system drugs	1274	360	914	DrugBank	DrugBank
N07BB04	Naltrexone	DB00704	Drugs used in alcohol dependence	Drugs used in addictive disorders	Other nervous system drugs	5441	1597	3844	DrugBank	DrugBank
N07BB05	Nalmefene	DB06230	Drugs used in alcohol dependence	Drugs used in addictive disorders	Other nervous system drugs	2238	699	1539	DrugBank	DrugBank
N07BC02	Methadone	DB00333	Drugs used in opioid dependence	Drugs used in addictive disorders	Other nervous system drugs	1254	531	723	DrugBank	DrugBank
N07BC51	Buprenorphine, combinations	DB00921	Drugs used in opioid dependence	Drugs used in addictive disorders	Other nervous system drugs	720	161	559	DrugBank-corrected	DrugBank
N07CA01	Betahistine	DB06698	Antivertigo preparations	Antivertigo preparations	Other nervous system drugs	596900	399593	197307	DrugBank	DrugBank
N07CA02	Cinnarizine	DB00568	Antivertigo preparations	Antivertigo preparations	Other nervous system drugs	14444	10024	4420	DrugBank	DrugBank
N07CA03	Flunarizine	DB04841	Antivertigo preparations	Antivertigo preparations	Other nervous system drugs	40394	30118	10276	DrugBank	DrugBank
N07CA52	Cinnarizine, combinations	DB00568	Antivertigo preparations	Antivertigo preparations	Other nervous system drugs	514	381	133	DrugBank-corrected	DrugBank
N07XX06	Tetrabenazine	DB04844	Other nervous system drugs	Other nervous system drugs	Other nervous system drugs	1252	721	531	DrugBank	DrugBank
P01AB01	Metronidazole	DB00916	Nitroimidazole derivatives	Agents against emoebiasis and other protozoal diseases	Antiprotozoals	132527	86146	46381	DrugBank	DrugBank
P01AB02	Tinidazole	DB00911	Nitroimidazole derivatives	Agents against emoebiasis and other protozoal diseases	Antiprotozoals	11411	9431	1980	DrugBank	DrugBank
P01AX06	Atovaquone	DB01117	Other agents against amoebiasis and other protozoal diseases	Agents against emoebiasis and other protozoal diseases	Antiprotozoals	17	5	12	DrugBank	DrugBank
P01BA01	Chloroquine	DB00608	Aminoquinolines	Antimalarials	Antiprotozoals	2775	1772	1003	DrugBank	DrugBank
P01BA02	Hydroxychloroquine	DB01611	Aminoquinolines	Antimalarials	Antiprotozoals	17705	14011	3694	DrugBank	DrugBank
P01BB51	Proguanil	DB01131	Biguanides	Antimalarials	Antiprotozoals	63536	33539	29997	DrugBank	DrugBank
P01BD01	Pyrimethamine	DB00205	Diaminopyrimidines	Antimalarials	Antiprotozoals	492	208	284	DrugBank	DrugBank
P01CB01	Meglumine antimoniate	DB13732	Antimony compounds	Agents against leishmaniasis and trypanosomiasis	Antiprotozoals	230	142	88	DrugBank	DrugBank
P02CA01	Mebendazole	DB00643	Benzimidazole derivatives	Antinematodal agents	Anthelmintics	69821	41411	28410	DrugBank	DrugBank
P02CA03	Albendazole	DB00518	Benzimidazole derivatives	Antinematodal agents	Anthelmintics	1066	559	507	DrugBank	DrugBank
P02CC01	Pyrantel	DB11156	Tetrahydropyrimidine derivatives	Antinematodal agents	Anthelmintics	10580	6333	4247	DrugBank	DrugBank
P03AC04	Permethrin	DB04930	Pyrethrines, incl. synthetic compounds	Ectoparasiticides, incl. scabicides	Ectoparasiticides, incl. scabicides, insecticides and repellents	53466	26932	26534	DrugBank	DrugBank
P03AX91			Other ectoparasiticides, incl. scabicides	Ectoparasiticides, incl. scabicides	Ectoparasiticides, incl. scabicides, insecticides and repellents	1	0	1		
R01AC01	Cromoglicic acid	DB01003	Antiallergic agents, excl. corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	1020	591	429	DrugBank	DrugBank
R01AC02	Levocabastine	DB01106	Antiallergic agents, excl. corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	11314	6354	4960	DrugBank	DrugBank
R01AC03	Azelastine	DB00972	Antiallergic agents, excl. corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	41319	23102	18217	DrugBank	DrugBank
R01AC51	Cromoglicic acid, combinations	DB01003	Antiallergic agents, excl. corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	4	2	2	DrugBank-corrected	DrugBank
R01AD01	Beclometasone	DB00394	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	5546	3132	2414	DrugBank-corrected	DrugBank
R01AD05	Budesonide	DB01222	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	721727	409029	312698	DrugBank	DrugBank
R01AD08	Fluticasone	DB13867	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	93745	48972	44773	DrugBank	DrugBank
R01AD09	Mometasone	DB00764	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	428151	236840	191311	DrugBank	DrugBank
R01AD11	Triamcinolone	DB00620	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	59958	33122	26836	DrugBank	DrugBank
R01AD12	Fluticasone furoate	DB08906	Corticosteroids	Decongestants and other nasal preparations for topical use	Nasal preparations	238589	130161	108428	DrugBank	DrugBank
R01AX03	Ipratropium bromide	DB00332	Other nasal preparations	Decongestants and other nasal preparations for topical use	Nasal preparations	21983	11558	10425	DrugBank	DrugBank
R01BA52	Pseudoephedrine	DB00852	Sympathomimetics	Nasal decongestants for systemic use	Nasal preparations	163710	94585	69125	DrugBank	DrugBank
R01BA53	Pphenylephrine, combinations	DB00388	Sympathomimetics	Nasal decongestants for systemic use	Nasal preparations	26140	13497	12643	DrugBank-corrected	DrugBank
R03AC02	Salbutamol	DB01001	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	1004841	557539	447302	DrugBank	DrugBank
R03AC03	Terbutaline	DB00871	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	144673	84729	59944	DrugBank	DrugBank
R03AC12	Salmeterol	DB00938	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	54746	26159	28587	DrugBank	DrugBank
R03AC13	Formoterol	DB00983	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	61172	30576	30596	DrugBank	DrugBank
R03AC18	Indacaterol	DB05039	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	22552	7687	14865	DrugBank	DrugBank
R03AC19	Olodaterol	DB09080	Selective beta-2-adrenoreceptor agonists	Adrenergics, inhalants	Drugs for obstructive airway diseases	1085	350	735	DrugBank	DrugBank
R03AK02	Isoprenaline and other drugs for obstructive airway diseases	DB01064	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	182	88	94	DrugBank-corrected	DrugBank
R03AK04	Salbutamol and sodium cromoglicate	DB01001	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	4417	1639	2778	DrugBank-corrected	DrugBank
R03AK04	Salbutamol and sodium cromoglicate	DB01003	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	4417	1639	2778	DrugBank-corrected	DrugBank
R03AK06	Salmeterol and fluticasone	DB00938	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	223493	113416	110077	DrugBank-corrected	DrugBank
R03AK06	Salmeterol and fluticasone	DB13867	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	223493	113416	110077	DrugBank-corrected	DrugBank
R03AK07	Formoterol and budesonide	DB00983	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	245362	137208	108154	DrugBank-corrected	DrugBank
R03AK07	Formoterol and budesonide	DB01222	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	245362	137208	108154	DrugBank-corrected	DrugBank
R03AK08	Formoterol and beclometasone	DB00394	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	147648	86400	61248	DrugBank-corrected	DrugBank
R03AK08	Formoterol and beclometasone	DB00983	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	147648	86400	61248	DrugBank-corrected	DrugBank
R03AK10	Vilanterol and fluticasone furoate	DB08906	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	14842	7709	7133	DrugBank-corrected	DrugBank
R03AK10	Vilanterol and fluticasone furoate	DB09082	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	14842	7709	7133	DrugBank-corrected	DrugBank
R03AK11	Formoterol and fluticasone	DB00983	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	16996	10262	6734	DrugBank-corrected	DrugBank
R03AK11	Formoterol and fluticasone	DB13867	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	16996	10262	6734	DrugBank-corrected	DrugBank
R03AK13	Salbutamol and beclometasone	DB01001	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	5295	3055	2240	WHOCC	DrugBankWeb
R03AK13	Salbutamol and beclometasone	DB00394	Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	5295	3055	2240	WHOCC	DrugBankWeb
R03AL02	Salbutamol and ipratropium bromide	DB00332	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	11200	6708	4492	DrugBank-corrected	DrugBank
R03AL02	Salbutamol and ipratropium bromide	DB01001	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	11200	6708	4492	DrugBank-corrected	DrugBank
R03AL03	Vilanterol and umeclidinium bromide	DB09076	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	2646	763	1883	DrugBank-corrected	DrugBank
R03AL03	Vilanterol and umeclidinium bromide	DB09082	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	2646	763	1883	DrugBank-corrected	DrugBank
R03AL04	Indacaterol and glycopyrronium bromide	DB00986	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	21182	6031	15151	DrugBank-corrected	DrugBank
R03AL04	Indacaterol and glycopyrronium bromide	DB05039	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	21182	6031	15151	DrugBank-corrected	DrugBank
R03AL05	Formoterol and aclidinium bromide	DB00983	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	4669	1312	3357	DrugBank-corrected	DrugBank
R03AL05	Formoterol and aclidinium bromide	DB08897	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	4669	1312	3357	DrugBank-corrected	DrugBank
R03AL06	Olodaterol and tiotropium bromide	DB01409	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	10015	3222	6793	DrugBank-corrected	DrugBank
R03AL06	Olodaterol and tiotropium bromide	DB09080	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	10015	3222	6793	DrugBank-corrected	DrugBank
R03AL09	Formoterol, glycopyrronium bromide and beclometasone	DB00394	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	376	104	272	WHOCC	DrugBankWeb
R03AL09	Formoterol, glycopyrronium bromide and beclometasone	DB00986	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	376	104	272	WHOCC	DrugBankWeb
R03AL09	Formoterol, glycopyrronium bromide and beclometasone	DB00983	Adrenergics in combination with anticholinergics	Adrenergics, inhalants	Drugs for obstructive airway diseases	376	104	272	WHOCC	DrugBankWeb
R03BA01	Beclometasone	DB00394	Glucocorticoids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	24671	14972	9699	DrugBank-corrected	DrugBank
R03BA02	Budesonide	DB01222	Glucocorticoids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	601192	351809	249383	DrugBank	DrugBank
R03BA05	Fluticasone	DB13867	Glucocorticoids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	20465	10614	9851	DrugBank	DrugBank
R03BA07	Mometasone	DB00764	Glucocorticoids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	3917	2256	1661	DrugBank	DrugBank
R03BA08	Ciclesonide	DB01410	Glucocorticoids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	8675	4929	3746	DrugBank	DrugBank
R03BB01	Ipratropium bromide	DB00332	Anticholinergics	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	621544	352402	269142	DrugBank	DrugBank
R03BB04	Tiotropium bromide	DB01409	Anticholinergics	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	151891	54215	97676	DrugBank-corrected	DrugBank
R03BB05	Aclidinium	DB08897	Anticholinergics	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	18554	6873	11681	DrugBank	DrugBank
R03BB06	Glycopyrronium bromide	DB00986	Anticholinergics	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	11151	3905	7246	DrugBank-corrected	DrugBank
R03BB07	Umeclidinium bromide	DB09076	Anticholinergics	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	1098	387	711	DrugBank-corrected	DrugBank
R03BC01	Cromoglicic acid	DB01003	Antiallergic agents, excl. corticosteroids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	130	66	64	DrugBank	DrugBank
R03BC03	Nedocromil	DB00716	Antiallergic agents, excl. corticosteroids	Other drugs for obstructive airway diseases, inhalants	Drugs for obstructive airway diseases	866	508	358	DrugBank	DrugBank
R03CC02	Salbutamol	DB01001	Selective beta-2-adrenoreceptor agonists	Adrenergics for systemic use	Drugs for obstructive airway diseases	8035	4666	3369	DrugBank	DrugBank
R03CC03	Terbutaline	DB00871	Selective beta-2-adrenoreceptor agonists	Adrenergics for systemic use	Drugs for obstructive airway diseases	53823	30355	23468	DrugBank	DrugBank
R03CC12	Bambuterol	DB01408	Selective beta-2-adrenoreceptor agonists	Adrenergics for systemic use	Drugs for obstructive airway diseases	165	89	76	DrugBank	DrugBank
R03CC13	Clenbuterol	DB01407	Selective beta-2-adrenoreceptor agonists	Adrenergics for systemic use	Drugs for obstructive airway diseases	192	94	98	DrugBank	DrugBank
R03DA04	Theophylline	DB00277	Xanthines	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	19508	9608	9900	DrugBank	DrugBank
R03DA06	Etamiphylline	DB13592	Xanthines	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	3	2	1	WHOCC	DrugBankWeb
R03DA12	Mepyramine theophyllinacetate		Xanthines	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	222899	129312	93587	WHOCC	
R03DC01	Zafirlukast	DB00549	Leukotriene receptor antagonists	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	1970	1579	391	DrugBank	DrugBank
R03DC03	Montelukast	DB00471	Leukotriene receptor antagonists	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	86849	50277	36572	DrugBank	DrugBank
R03DX05	Omalizumab	DB00043	Other systemic drugs for obstructive airway diseases	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	5	2	3	DrugBank	DrugBank
R03DX07	Roflumilast	DB01656	Other systemic drugs for obstructive airway diseases	Other systemic drugs for obstructive airway diseases	Drugs for obstructive airway diseases	4005	824	3181	DrugBank	DrugBank
R05CB01	Acetylcysteine	DB06151	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	1208857	684473	524384	DrugBank	DrugBank
R05CB02	Bromhexine	DB09019	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	1918	1125	793	DrugBank	DrugBank
R05CB03	Carbocisteine	DB04339	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	434856	246868	187988	DrugBank	DrugBank
R05CB05	Mesna	DB09110	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	638	256	382	DrugBank-corrected	DrugBank
R05CB06	Ambroxol	DB06742	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	594658	338094	256564	DrugBank	DrugBank
R05CB07	Sobrerol	DB13315	Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	966	546	420	WHOCC	DrugBankWeb
