Rankp	Strength	Npats	Co-disp. length	Drug.1	Drug.2	RRi.fem	Severity
(465,536)	0.08	  1464	1.34+-0.95	Erythromycin	Atorvastatin	1.12	Major
(1619,7)	0.52	     2	1+-0	Raloxifene	Ethinylestradiol	Inf	Moderate
(1240,7)	0.02	     1	2+-NA	Disopyramide	Labetalol	0	Major
(743,6)	0.29	   155	1.17+-0.59	Dihydroergotamine	Clarithromycin	3.19	Major
(446,18)	0.55	   150	1.01+-0.12	Erythromycin	Itraconazole	1.47	Major
(985,12)	0.24	   475	3.02+-5.64	Spironolactone	Cholestyramine	0.81	Moderate
(380,31)	0.14	    21	2.76+-3.19	Tizanidine	Rivastigmine	1.51	Moderate
(500,41)	0.07	    13	1.15+-0.38	Sirolimus	Clarithromycin	0.8	Major
(553,118)	0.05	    21	1+-0	Methotrexate	Tetracycline	8.83	Moderate
(647,15)	0.31	    22	12.05+-16.69	Fluvoxamine	Clozapine	0.15	Moderate
(725,601)	0.18	    19	1.37+-0.83	Pyridostigmine	Dexamethasone	0.84	Moderate
(415,28)	0.18	    87	1.2+-0.66	Codeine	Naltrexone	0.46	Major
(494,40)	0.27	 36441	7.68+-9.58	Digoxin	Furosemide	1.49	Moderate
(445,2211)	0.09	    11	1.36+-0.5	Ketoconazole	Aripiprazole	0.53	Moderate
(526,966)	0.2	    47	4.64+-8	Trospium	Hydroxyzine	2.71	Moderate
(1035,269)	0.19	   132	7.92+-13.18	Lovastatin	Warfarin	1.02	Moderate
(599,19)	0.17	    33	1.39+-1.17	Eletriptan	Itraconazole	6.74	Major
(640,347)	0.08	    10	1.5+-0.85	Indomethacin	Labetalol	2.17	Moderate
(1055,2219)	0.3	  3317	9.28+-13.14	Ramipril	Spironolactone	0.66	Major
(478,6035)	0.13	     4	1.5+-0.58	Carbamazepine	Dextropropoxyphene	0.93	None
(672,9631)	0.21	   803	7.37+-9.43	Citalopram	Warfarin	1.88	Moderate
(835,11619)	0.17	    29	1.45+-0.99	Fluconazole	Ranolazine	0.57	Major
(1098,18777)	0.21	    73	5.38+-5.71	Rivastigmine	Oxybutynin	0.77	Moderate
(609,4850)	0.24	    14	3.71+-4.94	Ergotamine	Naratriptan	5.58	Major
(863,363)	0.2	     1	2+-NA	Benazepril	Lithium	Inf	Moderate
(542,44276)	0.12	 16020	3.08+-5.69	Prednisone	Acenocoumarol	0.83	None
(1105,3)	0.35	    29	6.62+-10	Donepezil	Maprotiline	3.56	Moderate
(1122,520)	0.1	 12671	2.52+-4.26	Alendronic acid	Naproxen	12.1	Moderate
(782,11797)	0.19	     7	3.57+-4.76	Trospium	Maprotiline	5.58	Moderate
(812,4708)	0.15	     6	2.67+-2.42	Labetalol	Ergotamine	4.65	Moderate
(391,2542)	0.39	     6	1.5+-0.84	Griseofulvin	Estradiol	Inf	Moderate
(1162,637)	0.22	   274	10.37+-13.39	Warfarin	Fenofibrate	0.44	Major
(563,21)	0.17	    47	7.66+-13.65	Phenytoin	Tacrolimus	0.39	Major
(413,11)	0.11	    27	2.52+-2.85	Prednisolone	Phenobarbital	0.64	Moderate
(801,10)	0.29	   444	9.58+-13.24	Olanzapine	Donepezil	1.84	Moderate
(1586,2)	0.26	 11273	11.87+-18.17	Simvastatin	Fenofibrate	0.47	Major
(829,2)	0.16	   355	7.27+-15.54	Venlafaxine	Almotriptan	7.53	Major
(624,64)	0.11	    47	1.17+-0.48	Moxifloxacin	Sotalol	1.25	Major
(1370,1)	0.07	   117	1.19+-1.1	Betamethasone	Acenocoumarol	1.12	None
(798,5)	0.08	  3069	1.71+-2.93	Fluconazole	Atorvastatin	0.83	Major
(1602,65)	0.26	   367	12.77+-17.02	Venlafaxine	Rasagiline	1.23	Major
(1186,10)	0.2	   286	9.59+-14.12	Diltiazem	Cilostazol	0.16	Major
(1623,3626)	0.16	    35	4.57+-11.02	Pyridostigmine	Hydrocortisone	1.57	Moderate
(1717,14)	0.1	   141	1.9+-3.03	Methylprednisolone aceponate	Phenobarbital	1.06	Moderate
(1304,68)	0.49	     2	4.5+-4.95	Clozapine	Halazepam	0.93	Major
(491,574)	0.34	   227	19.66+-24.96	Cyclosporine	Ursodeoxycholic acid	0.47	Minor
(1566,47)	0.12	     4	1.25+-0.5	Nateglinide	Glucosamine	0.93	None
(660,22)	0.18	    20	4.85+-6.55	Cyclosporine	Lovastatin	0.76	Major
(398,200)	0.17	     1	1+-NA	Trimipramine	Moclobemide	Inf	None
(513,1363)	0.16	    37	5.14+-9.34	Trospium	Olanzapine	1.94	Moderate
(558,1646)	0.18	   562	5.41+-8.95	Fluoxetine	Oxycodone	3.22	Moderate
(433,174)	0.11	  4337	1.63+-3	Venlafaxine	Metoclopramide	3.59	Moderate
(1364,49297)	0.1	  5883	1.2+-0.71	Citalopram	Clarithromycin	3.18	Major
(1095,3423)	0.15	     4	2.5+-1.91	Tacrolimus	Danazol	2.79	Moderate
(1206,248)	0.18	  5246	7.38+-12.78	Omeprazole	Midazolam	1.52	Moderate
(632,550)	1	     3	1+-0	Phenoxymethylpenicillin	Tetracycline	0.46	None
(804,1307)	0.6	   842	1.95+-2.4	Trimethoprim	Rifampicin	0.67	Moderate
(1344,591)	0.11	    76	1.11+-0.35	Cyclosporine	Clarithromycin	0.88	Major
(634,16020)	0.12	     1	1+-NA	Digoxin	Oxytetracycline	0	Moderate
(999,174)	0.19	    40	1.18+-0.45	Erythromycin	Dihydroergotamine	1.93	Major
(535,1)	0.21	   330	9.55+-13.02	Pioglitazone	Gemfibrozil	0.4	Major
(786,29)	0.12	     2	1.5+-0.71	Cyclosporine	Roxithromycin	0.93	None
(954,31)	0.17	   502	8.68+-13.3	Propranolol	Primidone	0.82	Moderate
(1492,3)	0.21	     3	2+-1.73	Phenytoin	Cimetidine	1.86	Major
(871,1930)	0.12	     3	3+-1.73	Rivastigmine	Periciazine	0.46	None
(1033,463)	0.11	     7	1.57+-1.51	Labetalol	Verapamil	2.32	Major
(910,4164)	0.16	    78	2.33+-2.35	Propranolol	Rifampicin	0.8	Moderate
(778,4027)	0.2	   192	8.26+-15.92	Lovastatin	Fenofibrate	0.91	Major
(1103,49)	0.04	   132	1.18+-0.52	Metronidazole	Phenobarbital	0.85	Moderate
(575,461)	0.14	   128	3.4+-5.32	Digoxin	Cholestyramine	1.27	Moderate
(1546,512)	0.56	     3	1+-0	Cefotaxime	Gentamicin	Inf	Moderate
(493,5502)	0.26	     5	1+-0	Ampicillin	Methotrexate	3.72	Major
(1176,54)	0.04	     5	2.2+-0.84	Cyclosporine	Pyrazinamide	0.23	Moderate
(579,38)	0.39	    16	6.12+-6.54	Gliclazide	Oxprenolol	1.55	None
(953,8)	0.33	     3	3.67+-4.62	Spironolactone	Mitotane	1.86	Major
(540,3)	0.17	    97	3.35+-4.29	Cyclophosphamide	Acenocoumarol	0.62	None
(1732,90)	0.1	    37	4.38+-7.3	Raloxifene	Cholestyramine	Inf	Moderate
(508,10)	0.19	   109	3.6+-5.04	Pregabalin	Rosiglitazone	1.1	Moderate
(630,5)	0.28	  2233	4.45+-9.24	Propranolol	Rizatriptan	3.78	Moderate
(1174,9)	0.13	   289	1.38+-1.06	Cyclosporine	Metoclopramide	0.76	Moderate
(574,26)	0.2	    13	4.31+-3.86	Cyproheptadine	Donepezil	2.09	Moderate
(617,3)	0.14	    29	3.69+-5.64	Chlorpromazine	Galantamine	1.32	Moderate
(1153,11)	0.22	   830	7.98+-11.52	Propranolol	Glyburide	0.87	Moderate
(460,683)	0.17	    16	2.31+-2.6	Isotretinoin	Acenocoumarol	0.31	None
(1109,1)	0.21	   476	6.7+-13.27	Atenolol	Verapamil	1.09	Major
(1315,2495)	0.22	    65	7.06+-8.79	Sotalol	Glyburide	0.75	Moderate
(429,60)	0.25	     1	1+-NA	Promethazine	Levofloxacin	Inf	Moderate
(541,9)	0.25	  2290	9.54+-16.54	Fluoxetine	Clomipramine	1.74	Major
(1298,11)	0.55	   167	1.07+-0.33	Gentamicin	Cefuroxime	1.29	Moderate
(917,21)	0.21	   958	7.47+-12.3	Spironolactone	Telmisartan	1.01	Major
(1675,28)	0.35	   288	19.67+-25.5	Cyclosporine	Carvedilol	0.48	Moderate
(1551,11)	0.19	  1346	6.12+-11.79	Pravastatin	Gemfibrozil	0.49	Major
(987,330)	0.01	     1	1+-NA	Nortriptyline	Rifampicin	Inf	Minor
(691,61)	0.09	   274	1.74+-3.08	Terbutaline	Clomipramine	1.39	Moderate
(614,4)	0.13	    94	3.87+-5.38	Methotrexate	Cholestyramine	1.06	None
(1233,1048)	0.25	     6	12.33+-17.92	Fluvoxamine	Cilostazol	0.19	Major
(1157,2588)	0.23	  9893	9.33+-12.51	Simvastatin	Amiodarone	0.7	Major
(543,61)	0.26	    10	7+-8.22	Clozapine	Midazolam	0.23	Major
(569,168)	0.1	     6	2+-0.63	Phenytoin	Capecitabine	0.46	Moderate
(520,343)	0.43	    14	1.71+-2.13	Theophylline	Josamycin	1.67	None
(499,5)	0.24	    62	10.35+-16.82	Carbamazepine	Warfarin	0.63	Moderate
(583,8)	0.07	  6943	1.19+-0.85	Atorvastatin	Clarithromycin	0.9	Major
(854,6013)	0.11	   106	2.09+-3.6	Trospium	Cetirizine	2.59	None
(1607,291)	0.21	   147	7.46+-11.35	Lorazepam	Clozapine	0.66	Major
(1650,309)	0.11	    56	1.2+-0.75	Phenoxymethylpenicillin	Methotrexate	3.07	Major
(847,58)	0.23	    10	1+-0	Sucralfate	Ofloxacin	1.39	Moderate
(1090,15)	0.27	    62	8.08+-8.6	Donepezil	Glycopyrronium	0.32	None
(1083,55)	0.22	   182	11.64+-19.29	Metoprolol	Paroxetine	1.45	Moderate
(587,179)	0.22	   166	8.16+-12.75	Fluoxetine	Propafenone	2.28	Moderate
(1531,9)	0.1	    64	1.59+-1.16	Phenytoin	Itraconazole	0.72	Moderate
(753,17)	0.3	   336	9.04+-12.96	Spironolactone	Perindopril	0.81	Major
(481,99)	0.04	     1	1+-NA	Galantamine	Moclobemide	Inf	None
(1012,14)	0.28	     2	1+-0	Pseudoephedrine	Doxepin	0.93	None
(1464,3)	0.1	     6	1.17+-0.41	Erythromycin	Clozapine	0.19	Moderate
(947,5)	0.2	    73	7.47+-10.96	Telmisartan	Lithium	0.9	Moderate
(814,4)	0.13	    30	1.27+-0.52	Erythromycin	Cilostazol	0.34	Major
(1590,3)	0.38	    12	10.92+-25.01	Verapamil	Triazolam	2.79	Moderate
(986,363)	0.06	    78	1.85+-1.88	Doxycycline	Phenobarbital	0.76	Moderate
(510,14)	0.12	  5777	3.99+-7.45	Salbutamol	Carvedilol	0.7	Major
(710,13)	0.19	   151	1.41+-1.51	Theophylline	Norfloxacin	1.33	Moderate
(1271,101)	0.13	    12	2.08+-1.98	Acetylsalicylic acid	Heparin	0.66	Moderate
(1674,2)	0.17	    14	1.14+-0.53	Pimozide	Clarithromycin	0.7	Major
(761,61)	0.24	   764	5.2+-6.54	Digoxin	Methimazole	2.28	Moderate
(1182,9)	0.21	  1275	7.81+-9.76	Allopurinol	Warfarin	0.38	Moderate
(926,695)	0.19	   101	6.09+-8.81	Clozapine	Haloperidol	0.49	Major
(608,44911)	0.14	    52	1.96+-3.51	Piroxicam	Propranolol	3.46	Moderate
(548,2)	0.08	 44276	2.76+-4.81	Bisoprolol	Ibuprofen	1	Moderate
(1286,426)	0.11	   199	1.26+-1.83	Eplerenone	Clarithromycin	0.38	Major
(876,425)	0.26	    66	9.8+-13.6	Citalopram	Clozapine	0.53	Major
(462,115)	0.13	   456	4.12+-7.26	Hydroxyzine	Donepezil	2.12	Moderate
(720,4)	0.12	   216	3.24+-5.46	Hydroxyzine	Galantamine	1.86	Moderate
(457,156)	0.3	   330	11.86+-16.13	Galantamine	Tolterodine	1.22	Moderate
(1017,14)	0.09	     2	1.5+-0.71	Rosiglitazone	Rifampicin	0.93	Moderate
(1333,393)	0.58	     2	1+-0	Triazolam	Telithromycin	0	Major
(1247,28)	0.26	     2	1+-0	Cimetidine	Ketazolam	Inf	None
(1544,18)	0.38	   425	2.77+-7.51	Sumatriptan	Ergotamine	2.91	Major
(961,8)	0.11	    71	2.48+-5.84	Warfarin	Etoricoxib	0.76	None
(646,69)	0.26	     1	6+-NA	Fluvoxamine	Selegiline	Inf	Major
(822,92)	0.09	   458	2.05+-4.18	Doxycycline	Acenocoumarol	0.67	None
(1239,81)	0.21	   305	8.8+-12.63	Amitriptyline	Donepezil	3.37	Moderate
(944,234)	0.07	   885	2.12+-3.15	Naproxen	Lithium	1.6	Major
(1166,4)	0.17	  4791	5.19+-7.75	Methotrexate	Naproxen	1.85	Major
(927,15)	0.17	   882	5.3+-9.63	Zolmitriptan	Fluoxetine	7.19	Major
(1070,447)	0.17	   513	5.93+-12.16	Citalopram	Almotriptan	5.98	Major
(1205,46)	0.19	   566	4.94+-9.47	Fluoxetine	Sumatriptan	5.99	Major
(758,37)	0.15	    42	1.02+-0.15	Terbutaline	Nadolol	1.51	Major
(1482,28)	0.29	    64	17.83+-29.33	Cyclosporine	Fluvastatin	0.72	Moderate
(889,21)	0.02	     1	1+-NA	Betamethasone	Warfarin	0	Moderate
(915,73)	0.2	    66	4.67+-5.88	Phenytoin	Midazolam	0.57	Moderate
(1089,589)	0.34	  1857	15.15+-19.34	Fenofibrate	Rosuvastatin	0.3	Major
(1120,90)	0.27	    18	3.61+-4.29	Digoxin	Bumetanide	2.42	Moderate
(1234,1)	0.18	    31	1.87+-2.06	Dextropropoxyphene	Acenocoumarol	2.27	None
(566,27)	0.23	  4537	6.76+-12.34	Amitriptyline	Fluoxetine	5.6	Major
(1150,199)	0.2	    98	1.55+-0.87	Amitriptyline	Rifampicin	1.09	Minor
(1535,77)	0.19	    46	6.72+-8.96	Methylphenidate	Rasagiline	0.6	Moderate
(694,15)	0.09	    62	1.27+-0.98	Cyclosporine	Clindamycin	0.72	Moderate
(817,8)	0.21	   125	8.59+-11.31	Sotalol	Gliclazide	0.66	None
(777,14)	0.25	    46	9.59+-14.4	Sotalol	Repaglinide	0.5	Moderate
(894,115)	0.63	    57	1.11+-0.45	Gentamicin	Cefonicid	1.37	Moderate
(1659,283)	0.92	    19	1+-0	Erythromycin	Methylergometrine	3.49	None
(664,82)	0.3	    25	1.6+-1.38	Fluconazole	Rifamycin	0.62	Moderate
(842,29)	0.23	    95	14.41+-18.19	Disopyramide	Omeprazole	1.46	None
(1196,15804)	0.08	     5	3+-3.08	Rifamycin	Acenocoumarol	0.23	None
(769,1130)	0.64	   121	1.66+-1.48	Doxycycline	Rifampicin	0.57	Moderate
(1441,874)	0.16	    16	1.69+-1.4	Rifampicin	Propafenone	0.42	Moderate
(559,453)	0.1	    42	1.38+-0.94	Clozapine	Ciprofloxacin	0.57	Major
(706,4528)	0.13	    51	1.88+-1.18	Repaglinide	Rifampicin	0.42	Moderate
(1488,551)	0.17	    11	3.36+-2.98	Cyclosporine	Bupropion	0.09	Moderate
(1047,39)	0.14	   552	2.92+-5.82	Nabumetone	Alendronic acid	13.32	Moderate
(1036,1158)	1	     2	1+-0	Doxycycline	Rifamycin	0.93	Moderate
(713,116)	0.1	   382	2.27+-3.59	Meloxicam	Acenocoumarol	1.05	None
(707,70)	0.08	    15	2.33+-3.33	Warfarin	Minocycline	1.06	Moderate
(516,62)	0.12	   114	3.54+-7.73	Sotalol	Formoterol	1.07	Major
(840,2251)	0.23	    10	6.7+-5.44	Chlorpropamide	Carvedilol	0.93	Moderate
(538,16)	0.08	     1	1+-NA	Clobazam	Clozapine	0	Major
(594,287)	0.37	   231	1.38+-1	Methylprednisolone aceponate	Itraconazole	1.2	Major
(1671,409)	0.12	   175	3.7+-5.95	Verapamil	Colchicine	0.37	Major
(711,5932)	0.17	  1044	1.25+-0.72	Ethinylestradiol	Itraconazole	484.25	Moderate
(1250,4)	0.33	  1048	13.17+-15.47	Galantamine	Sertraline	2.05	Moderate
(1720,19)	0.09	   191	1.2+-0.55	Erythromycin	Repaglinide	0.98	Moderate
(874,1)	0.05	     1	2+-NA	Clozapine	Rifampicin	0	Moderate
(1440,2)	0.23	    19	7.74+-11.41	Imipramine	Galantamine	3.49	Moderate
(584,1265)	0.23	  3297	9.34+-14.68	Salmeterol	Carvedilol	0.51	Major
(919,143)	0.83	     3	1+-0	Tobramycin	Ceftriaxone	0.46	Moderate
(1135,22)	0.13	   671	1.6+-3.35	Amiodarone	Flecainide	0.71	Major
(1167,4)	0.24	    57	1.86+-2.08	Haloperidol	Rifampicin	0.73	Major
(596,48)	0.18	     3	3.67+-1.15	Trospium	Glycopyrronium	0.46	Moderate
(629,405)	0.23	    49	8.37+-13.26	Fluoxetine	Doxepin	5.58	Major
(1154,146)	0.08	   543	2.4+-4.1	Nabumetone	Acenocoumarol	1.26	None
(1187,22)	0.1	   713	2.56+-3.97	Sucralfate	Levothyroxine	5.26	Minor
(1040,8206)	0.26	     5	9.4+-11.5	Clozapine	Donepezil	0.62	Moderate
(976,76)	0.05	    22	1.68+-1.81	Pseudoephedrine	Rasagiline	0.77	Moderate
(951,173)	0.11	   591	3.59+-7.64	Prednisone	Phenobarbital	0.93	Moderate
(504,2062)	0.12	    13	4.92+-8.85	Tramadol	Moclobemide	5.11	None
(882,90)	0.4	     5	1+-0	Tobramycin	Cefonicid	1.39	Moderate
(509,7)	0.2	     3	1+-0	Etidronic acid	Ferrous glycine sulfate	1.86	None
(638,3)	0.13	    13	4+-5.31	Theophylline	Rifampicin	0.28	Moderate
(557,2)	0.06	     3	1+-0	Atropine	Donepezil	0.46	Moderate
(942,410)	0.26	  3822	15.67+-22.01	Tacrolimus	Atorvastatin	0.62	Moderate
(651,11)	0.07	 15642	1.45+-1.12	Ciprofloxacin	Acenocoumarol	0.71	None
(901,33)	0.16	 21795	4.4+-8.7	Tramadol	Citalopram	3.53	Major
(523,9)	0.22	     1	19+-NA	Clozapine	Triazolam	Inf	Moderate
(1668,4)	0.11	    63	4.63+-7.32	Cyclosporine	Digoxin	0.5	Moderate
(1222,54)	0.18	    42	2.9+-2.95	Chlorpromazine	Rivastigmine	0.7	Moderate
(1425,75)	0.2	  6645	9.25+-13.83	Ranitidine	Acenocoumarol	0.94	None
(739,98)	0.3	   416	13.47+-17.95	Mirtazapine	Rasagiline	1.11	Major
(851,1618)	0.1	     1	6+-NA	Disopyramide	Rivastigmine	0	Moderate
(978,11)	0.22	  2499	1.31+-1.71	Diazepam	Itraconazole	2.04	Moderate
(1667,4)	0.18	   264	5.06+-11.1	Fluvoxamine	Duloxetine	1.55	Major
(1316,24)	0.02	     2	1.5+-0.71	Flurazepam	Ketoconazole	0.93	None
(619,58)	0.51	     3	1+-0	Atomoxetine	Propafenone	1.86	Moderate
(1595,64)	0.23	    69	2.23+-2.91	Fentanyl	Ketoconazole	0.56	Major
(1279,2)	0.08	   123	1.28+-0.78	Dextromethorphan	Rasagiline	0.86	Major
(749,23)	0.25	   599	1.65+-1.81	Ciprofloxacin	Tizanidine	0.87	Major
(779,12671)	0.39	     2	10+-11.31	Rifamycin	Warfarin	Inf	None
(742,320)	0.48	    12	1+-0	Terbinafine	Rifampicin	0.46	Minor
(1776,885)	0.13	   277	4.01+-7.44	Rosuvastatin	Colchicine	0.23	Moderate
(966,4014)	0.3	   308	7.93+-14.13	Fluoxetine	Nortriptyline	2.44	Major
(819,336)	0.21	     1	22+-NA	Cyclosporine	Mefenamic acid	Inf	Moderate
(650,7)	0.1	    37	1.59+-1.12	Dextromethorphan	Selegiline	1.22	Major
(641,22)	0.11	   622	2.83+-4.8	Sotalol	Ibuprofen	1.06	Moderate
(603,22)	0.05	     3	3.67+-4.62	Bisoprolol	Isoprenaline	1.86	Moderate
(1006,1)	0.15	     5	1.8+-1.79	Trospium	Flavoxate	0	Moderate
(1679,22)	0.12	   854	4.01+-7.5	Pravastatin	Colchicine	0.24	Major
(571,34)	0.27	  2083	1.23+-0.96	Itraconazole	Budesonide	1.14	Major
(813,1)	0.06	  4886	1.6+-1.63	Simvastatin	Itraconazole	1.17	Major
(597,25)	0.16	   515	9.12+-14.12	Folic Acid	Phenobarbital	1.02	Moderate
(1528,20)	0.24	  3970	7.95+-13.41	Propranolol	Paroxetine	2.64	Moderate
(607,208)	0.21	   218	10.28+-14.71	Mesalazine	Mercaptopurine	0.83	Moderate
(1356,153)	0.12	    36	3.33+-5.85	Cyclosporine	Ethinylestradiol	32.53	Moderate
(1023,3)	0.49	   882	1.02+-0.17	Erythromycin	Levofloxacin	1.37	Moderate
(1191,167)	0.12	   351	3.93+-6.02	Acenocoumarol	Cholestyramine	0.89	None
(862,11)	0.28	   683	10.42+-12.6	Galantamine	Paroxetine	2.15	Moderate
(653,1)	0.11	  8206	3.56+-8.86	Hydrocortisone	Acetylsalicylic acid	1.02	Moderate
(1128,57)	0.16	   389	5.22+-10.16	Ezetimibe	Cholestyramine	0.87	Moderate
(1751,318)	0.33	    30	5.83+-8.89	Fluvoxamine	Nortriptyline	0.54	Major
(623,3921)	0.5	     1	1+-NA	Famotidine	Ketoconazole	0	Moderate
(955,58)	0.31	     2	1+-0	Tetracycline	Isotretinoin	0.93	Major
(1248,143)	0.17	     4	1.25+-0.5	Nortriptyline	Epinephrine	Inf	Major
(805,131)	0.45	   618	1.21+-0.88	Fluconazole	Haloperidol	1.09	Major
(722,1)	0.16	   898	4.69+-7.89	Glimepiride	Repaglinide	0.84	None
(1634,5)	0.2	   221	4.29+-5.41	Rivastigmine	Methotrimeprazine	1.64	Moderate
(833,3)	0.08	    48	1.19+-0.49	Warfarin	Itraconazole	1.01	Moderate
(1639,69)	0.05	     1	1+-NA	Cimetidine	Warfarin	Inf	Moderate
(1307,193)	0.28	  2588	10.08+-11.45	Galantamine	Quetiapine	1.36	Moderate
(1016,1404)	0.73	     3	1+-0	Rifampicin	Josamycin	0.46	None
(1415,270)	0.17	   890	4.79+-8.42	Rizatriptan	Escitalopram	5.24	Major
(945,19)	0.08	   839	2.24+-2.81	Simvastatin	Rifampicin	0.58	Major
(1562,46)	0.23	  2533	1.22+-0.68	Levofloxacin	Ferrous glycine sulfate	1.19	Moderate
(636,382)	0.26	   145	7.88+-13.58	Metoprolol	Escitalopram	1.66	Minor
(1649,14)	0.12	   119	1.14+-0.64	Warfarin	Metronidazole	0.7	Major
(796,112)	0.2	   270	6.52+-9.42	Fluoxetine	Warfarin	1.74	Moderate
(1453,41)	0.21	    77	3.62+-5.6	Eplerenone	Tolevamer	0.19	None
(585,105)	0.17	     9	1.22+-0.67	Alendronic acid	Mefenamic acid	Inf	Moderate
(667,199)	0.16	   158	2.04+-3.41	Phenytoin	Methylprednisolone aceponate	0.95	Moderate
(1009,477)	0.16	   341	3.34+-5.59	Dihydroergotamine	Fluoxetine	4.83	Major
(572,2499)	0.16	    13	1.15+-0.38	Itraconazole	Ciclesonide	1.08	Moderate
(1106,7813)	0.13	    22	5.86+-8.62	Testosterone	Warfarin	0	Major
(784,280)	0.54	     2	1+-0	Amitriptyline	Isoprenaline	0.93	Moderate
(1383,10)	0.17	     9	5.33+-4.44	Rivastigmine	Doxepin	1.16	Moderate
(1244,62)	0.1	    23	2.52+-3.76	Sotalol	Terbutaline	1.01	Major
(1644,3)	0.24	     3	3.33+-1.53	Trospium	Fluphenazine	0.46	Moderate
(920,2)	0.21	   280	1.15+-0.52	Diazepam	Josamycin	2.54	None
(922,4958)	0.2	    81	3.48+-5.83	Ergotamine	Nadolol	2.08	Moderate
(1503,12)	0.15	    81	6.75+-9.5	Propranolol	Glipizide	0.86	Moderate
(1037,66)	0.15	   589	4.81+-10.32	Fluvoxamine	Tramadol	2.82	Major
(789,29)	0.28	  1280	9.31+-13.74	Phenytoin	Furosemide	1.01	Minor
(1545,62)	0.36	     2	2.5+-0.71	Trospium	Trifluoperazine	0.93	Moderate
(815,594)	0.08	   236	1.22+-0.75	Warfarin	Clarithromycin	0.99	Major
(965,104)	0.16	    31	2.16+-3.37	Verapamil	Rifampicin	0.59	Moderate
(654,10)	0.22	    11	5.36+-6.05	Donepezil	Doxepin	2.48	Moderate
(1697,2690)	0.08	    66	1.59+-2.19	Donepezil	Cyclobenzaprine	2.14	Moderate
(1436,11)	0.18	   432	1.28+-1.34	Amitriptyline	Pseudoephedrine	4.81	None
(1702,5690)	0.08	    81	1.41+-1.22	Perphenazine	Levofloxacin	1.42	Moderate
(1146,117)	1	     1	1+-NA	Sulfadiazine	Methotrexate	Inf	Moderate
(1530,257)	0.21	  2542	9.25+-13.5	Bisoprolol	Insulin Detemir	0.97	Moderate
(1056,693)	0.26	     5	2.8+-2.17	Cyclosporine	Chloroquine	1.39	Moderate
(626,3)	0.45	     3	7+-5.2	Sirolimus	Rifampicin	0	Major
(783,13)	0.17	     4	3+-4	Warfarin	Fludrocortisone	2.79	Moderate
(873,12)	0.2	   713	6.67+-9.84	Digoxin	Indapamide	1.53	Moderate
(1129,81)	0.11	    12	3+-2.34	Theophylline	Disulfiram	0.46	Moderate
(1631,2)	0.28	   131	1.46+-1.2	Fluconazole	Midazolam	1.56	Major
(1276,2)	0.09	    11	2.27+-4.22	Galantamine	Tizanidine	2.48	Moderate
(883,190)	0.06	     4	1+-0	Tetracycline	Insulin Glulisine	0.93	Moderate
(1578,22)	0.14	  1362	3.18+-6.49	Torasemide	Indomethacin	0.99	Moderate
(1077,48)	0.06	   613	1.21+-0.65	Lovastatin	Clarithromycin	1.89	Major
(690,12)	0.06	    26	1.31+-0.74	Felodipine	Itraconazole	2.09	Major
(1088,422)	0.13	  5853	1.61+-1.62	Acetylsalicylic acid	Dexamethasone	0.53	Moderate
(697,1)	0.19	   162	9.23+-15.71	Lovastatin	Carbamazepine	1.54	None
(1598,145)	0.51	     4	1.5+-1	Galantamine	Pimozide	0.93	Moderate
(756,3)	0.22	  1136	6.47+-11.23	Citalopram	Oxycodone	2.38	Moderate
(752,10)	0.3	   207	10.02+-14.53	Olanzapine	Galantamine	1.26	Moderate
(1678,16)	0.15	    39	4.23+-5.99	Cyclosporine	Glyburide	0.58	Moderate
(675,27)	0.15	   194	3.29+-7.55	Cyclosporine	Methotrexate	0.93	Moderate
(1066,30)	0.15	   277	1.14+-0.61	Carbamazepine	Metronidazole	1.22	Moderate
(1117,652)	0.2	     4	2.75+-2.06	Lovastatin	Niacin	2.79	Major
(648,66)	0.14	    28	4.14+-4.41	Losartan	Drospirenone	Inf	Moderate
(1246,720)	0.05	  2412	1.12+-0.44	Cloxacillin	Acenocoumarol	0.79	None
(1345,6645)	0.25	   516	5.37+-11.73	Cholestyramine	Ursodeoxycholic acid	1.54	None
(1456,23)	0.31	   594	13.14+-16.66	Donepezil	Tolterodine	1.45	Moderate
(683,673)	0.09	   241	1.18+-0.62	Citalopram	Josamycin	4.05	None
(1039,6)	0.16	    10	5.3+-8.17	Phenytoin	Isoniazid	0.4	Moderate
(846,42)	0.12	    18	4+-8.38	Labetalol	Terbutaline	4.65	Major
(1231,274)	0.26	   442	7.56+-14.23	Fluvoxamine	Mirtazapine	1.15	Major
(1478,87)	0.18	     8	1.25+-0.71	Erythromycin	Triazolam	2.79	Moderate
(1005,2)	0.11	   419	2.85+-4.2	Lidocaine	Propranolol	3.04	Moderate
(1257,308)	0.1	  2211	3.16+-5.09	Lidocaine	Bisoprolol	1.86	Moderate
(760,28)	0.16	    73	3.48+-7.1	Cyclosporine	Indomethacin	0.48	Moderate
(759,225)	0.06	     5	1.6+-0.89	Cyclosporine	Ketoprofen	0.62	Moderate
(1355,16)	0.16	     7	4.71+-5.5	Salmeterol	Oxprenolol	1.24	None
(728,88)	0.05	  1395	1.43+-1.36	Azithromycin	Lovastatin	1.52	Moderate
(799,12)	0.22	    54	2.83+-5.56	Megestrol acetate	Phenobarbital	1	Moderate
(949,2)	0.46	     7	1+-0	Fluorouracil	Metronidazole	0.37	Moderate
